Vehicle_ID,Pre_Accident_Value,Cost_of_repair,odometer,engine_displacement,Damage_Type,make_nm,model_nm,fuel_type,Age,Sale_Price
2285,10756.3,9881.7,10226,1398,Rear End,Opel,Corsa,Petrol,0,4600
1523,11305,20512.1,91963,1328,Front End,Suzuki,Jimny,Petrol,6,3050
806,14637,18494.5,172970,2993,Side,BMW,3er,Diesel,10,6100
2144,9599.968,4433.9,129622,1798,Front End,Toyota,Avensis,Petrol,8,5700
890,9611.341667,7706.9,7358,1598,Side,Volkswagen,Golf VII,Diesel,0,7900
34,18921,19180,66755,999,Front End,Ford,Kuga,Diesel,6,5400
2430,2000.033,2314.5,157963,1390,Front End,Dacia,Sandero,Petrol,9,1150
1654,2731.1,905,71185,1299,Vandalism,Ford,Fiesta,Petrol,10,900
2450,4226.569565,5300,137607,998,Front End,Opel,Corsa,Petrol,10,1150
2373,10499.965,13491.2,106131,1395,Side,Audi,A3,Petrol,6,2600
1893,7900.053,4726.6,64662,1398,Front End,Opel,Corsa E,Petrol,3,5600
2766,8500.051,12521,78023,1699,Front End,Mercedes-Benz,B-Klasse,Petrol,10,3600
1489,8885.3016,10213.4,69202,1398,Side,Opel,Meriva,Petrol,6,3850
916,18564,18891.7,80288,1968,Side,Skoda,Superb,Diesel,4,8400
2541,8000.013,3424.8,171106,3199,Front End,Mercedes-Benz,CLK,Petrol,17,1550
2791,3599.988,5843.4,51294,1149,Rear End,Renault,Twingo,Petrol,9,1300
2095,7499.975,4290.7,51550,1598,Rear End,Renault,Megane,Petrol,6,4000
950,2856,2676.1,129710,998,Side,Citroen,C1,Petrol,8,1500
2212,3699.948,4321.1,72571,998,All Over,Citroen,C1,Petrol,11,1500
547,5924.4,15546.2,83492,1598,Front End,Volkswagen,Caddy,Diesel,7,1300
102,8211,15500,220268,1896,Side,Audi,A3,Diesel,12,2350
846,6307,10784.4,195134,2496,Side,Audi,A4,Diesel,15,1350
2112,5999.98,4023,99357,1598,Rear End,Volkswagen,Golf V,Petrol,13,2050
2799,2999.99,9000,106001,1364,Front End,Opel,Astra,Petrol,13,1300
316,3151.3,3954.3,222486,1686,Front End,Opel,Astra,Diesel,9,1400
1410,7735,7321.8,64122,1388,Front End,Ford,Fiesta,Petrol,8,1600
2885,3500.028,2436.5,180703,1975,Front End,Hyundai,Coupe,Petrol,11,925
81,3689,3630.5,121510,1398,Front End,Citroen,C3,Diesel,9,1650
2623,6664,3031.6,227100,2393,Rear End,Audi,A6,Petrol,13,3100
752,20168.1,15016.8,63822,1995,Front End,BMW,3er,Diesel,3,10400
2939,14285.7,14166.4,7661,1395,Front End,Skoda,Rapid Spaceback,Petrol,0,3850
2466,6974.8,8013.1,45099,1229,Side,Opel,Corsa E,Petrol,2,3300
2880,11200.042,12002.6,72281,1197,Front End,Volkswagen,Golf VI,Petrol,5,3300
48,4760,8487.4,151497,1997,Rear End,Peugeot,307,Diesel,11,750
2966,14042,10508.9,76832,1390,Front End,Volkswagen,Golf VI,Petrol,6,3200
2022,2699.991,3559.7,186423,1242,Front End,Ford,Ka,Petrol,9,1350
417,8300.012,12407.3,148650,1991,Front End,Mercedes-Benz,B,Diesel,10,3750
3099,12700.037,11175,16431,1248,Hail,Hyundai,i10,Petrol,1,4400
768,5712,2689,190870,1997,Front End,Peugeot,307,Diesel,11,1750
1344,6188,6619.1,92651,1490,Front End,Suzuki,Swift,Petrol,11,2100
2732,20111,14500,39969,1498,Hail,Ford,C-Max,Petrol,3,6100
327,7249.956,6166.1,137979,1582,Top/Roof,Kia,Cee'd,Diesel,6,2300
1653,4165,4481.2,133558,1390,Front End,Seat,Ibiza,Petrol,9,875
1621,9495.8,13651.5,6901,1398,Front End,Opel,Corsa,Petrol,1,3750
1565,6009.5,8336.3,79977,1587,Rear End,Peugeot,206,Petrol,10,1250
2342,2516.745875,2597.9,130693,1328,Side,Suzuki,Swift,Petrol,12,1500
1979,7499.975,4978.8,77847,1248,Side,Hyundai,i10,Petrol,2,3150
718,7100.016,8003.5,101213,1248,Front End,Opel,Meriva B,Diesel,6,3250
2255,2499.952,3200,168985,1242,Front End,Ford,Ka,Petrol,7,1300
1968,6299.979,5978.6,78624,999,Front End,Smart,Fortwo,Petrol,7,2100
122,12852,10214.7,98688,2000,Rear End,Nissan,Qashqai,Diesel,9,5500
2598,6100.059,5479.2,55418,1498,Front End,Mazda,2,Petrol,10,2550
2483,10799.964,10753.6,39950,1398,Hail,Opel,Corsa E,Petrol,2,5700
920,16541,31818.4,160653,1995,Side,BMW,X1,Diesel,7,7000
426,8500.051,6781.1,137793,1598,Front End,Volkswagen,Passat Variant,Diesel,8,4050
2427,6274.989,10263.3,188431,4172,Rear End,Audi,A6,Petrol,14,1600
2064,9200.009,11226.1,154196,1796,Front End,Mercedes-Benz,S,Petrol,14,4150
2687,7299.936,6020.8,160638,2521,Side,Ford,Focus,Petrol,12,3950
1998,6899.977,13025.2,52582,998,Front End,Toyota,Yaris,Petrol,6,2300
483,14299.992,16545.6,158289,2987,Front End,Mercedes-Benz,ML,Diesel,12,4550
2256,4193.996333,7320.8,81129,1796,Side,Mercedes-Benz,C-Klasse,Petrol,14,2100
3032,5355,12605,55652,1360,Front End,Citroen,C2,Petrol,11,550
556,12019,13534.6,217861,2993,Mechanical,BMW,5,Diesel,9,4150
2506,13600.034,18567.2,39212,1598,Water/Flood,BMW,Mini,Petrol,8,7200
2628,10353,9555,42527,1197,Hail,Seat,Toledo,Petrol,5,3150
2262,3899.987,3923.1,109178,1229,Side,Opel,Corsa D,Petrol,9,2300
151,4481.54,7859,147047,1968,Front End,Volkswagen,Golf,Diesel,8,3400
1698,18067.2,33802.3,7575,1197,Side,Nissan,Qashqai,Petrol,1,7000
1219,6961.5,7320.2,122966,1595,Side,Audi,A3,Petrol,12,2700
495,6899.977,11361.5,106034,1998,Side,Toyota,Avensis,Diesel,9,2350
1380,12495,9713.2,114813,1995,Front End,BMW,1,Petrol,9,4200
2145,4400.025,3410.8,187456,1598,Front End,Mazda,3,Petrol,12,1400
1009,5831,3539.8,88808,1390,Rear End,Skoda,Fabia,Petrol,11,2000
1782,4750.004,4176.1,93157,1229,All Over,Opel,Corsa D,Petrol,9,2150
1602,10412.5,14894.9,27419,1229,Rear End,Opel,Corsa,Petrol,4,2250
384,16806.7,2461.7,28645,1997,Vandalism,Ford,Kuga,Diesel,3,10800
2374,2900.03,2439.6,133364,1998,Front End,Renault,Megane Ii,Petrol,10,1850
708,7199.976,16806.7,62027,1199,Side,Seat,Ibiza,Diesel,6,1050
1298,7616,6927.2,28002,1086,Front End,Hyundai,i10,Petrol,4,2700
2444,3899.987,4500.2,132109,1149,Front End,Renault,Modus,Petrol,9,1250
1304,6307,6659.6,152522,1595,Side,Volkswagen,Golf,Petrol,12,2400
1361,9282,5207.4,4819,998,Rear End,Toyota,Aygo,Petrol,0,4800
1122,5256.666333,10632.6,4614,1196,Front End,Ford,Ka,Petrol,1,4800
293,4390.75,8674.6,97889,1686,Front End,Opel,Astra J Sports Tourer,Diesel,4,3200
1742,4799.984,4203.3,56221,1086,Front End,Hyundai,i10,Petrol,8,1400
2085,5799.941,6308.9,133132,1198,Side,Skoda,Fabia,Petrol,6,2950
1778,4499.985,7386.8,103359,1229,Front End,Opel,Corsa,Petrol,8,775
1590,16600.5,13861.4,88467,1395,Front End,Seat,Leon,Petrol,3,5700
2297,11999.96,10750.5,24646,1591,Side,Kia,Cee'd,Petrol,3,6900
1960,8000.013,12400,191701,1995,Front End,BMW,3,Petrol,10,1650
1289,8789.284915,3002.8,75129,1591,Front End,Kia,Cee'd,Petrol,10,2150
1845,4899.944,6371,55191,1368,Front End,FIAT,Punto,Petrol,10,1750
1587,9824.997,11023.5,29304,1400,Front End,Seat,Ibiza,Petrol,4,2450
19,18445,14305,85230,999,Rear End,Nissan,Qashqai,Diesel,5,7500
801,20349,948.4,52882,1560,Front End,Volvo,V40,Diesel,3,6100
2300,5300.022,5443.4,100585,1596,Front End,Ford,Focus,Petrol,13,1400
251,13090,14798,107754,1686,Rear End,Opel,Astra,Diesel,4,3950
1984,11900,12119.1,38375,1197,Front End,Skoda,Fabia,Petrol,2,5600
972,12700.037,8849,6713,999,Rear End,Volkswagen,Up,Petrol,2,4550
533,13699.994,9501.8,36298,1422,Front End,Skoda,Fabia,Diesel,2,4000
3057,15172.5,14000,8779,1398,Hail,Opel,Corsa,Petrol,1,5800
381,12450.018,16806.7,332591,2987,Side,Mercedes-Benz,E,Diesel,8,7100
1685,5831,10112.1,138728,1984,Rear End,Audi,A4,Petrol,16,1700
2614,17850,8853.9,8813,999,Hail,Seat,Ibiza,Petrol,1,6400
1714,3999.947,7338.5,82276,1246,Front End,Honda,Jazz,Petrol,11,2150
804,4499.985,3358.4,202952,1248,Rear End,Opel,Corsa D,Diesel,8,2000
1488,5593,5760.2,86903,1499,Rear End,Mitsubishi,Colt,Petrol,11,900
1043,1638.7,5000,244789,1499,Rear End,Smart,Forfour,Petrol,11,1100
790,8211,10600,214050,1995,Front End,BMW,118d,Diesel,9,1450
611,6100.059,3680.9,148234,1968,Side,Volkswagen,Golf,Diesel,10,3050
558,6399.939,7126.9,172302,1560,Front End,Ford,Focus,Diesel,7,3450
1197,14518,14477,57967,1390,Front End,Volkswagen,Golf,Petrol,5,5000
735,4299.946,12773.1,244354,1968,Rear End,Volkswagen,Passat Variant,Diesel,12,1500
444,2199.953,8403.4,246484,1910,Side,Opel,Astra H Caravan,Diesel,12,1250
2741,10084,8465.5,10061,1229,Rear End,Opel,Adam,Petrol,0,2900
1673,5099.983,5269.8,107589,1328,Rear End,Suzuki,Swift,Petrol,9,2000
1085,7378,6767.6,16804,1248,Front End,Hyundai,i20,Petrol,4,3800
2092,3500.028,12605,155819,1798,All Over,Ford,Focus,Petrol,12,650
962,15799.987,13585,185293,999,Front End,Mercedes-Benz,S,Petrol,10,8400
2195,5900.02,3841.2,88600,998,Side,Toyota,Yaris,Petrol,7,2700
1959,5900.02,5778.3,119462,1596,Front End,BMW,1,Petrol,12,3050
2963,2999.99,2485.9,145053,998,Side,Toyota,Aygo,Petrol,11,1650
977,8092,4941,1374,999,Rear End,Suzuki,GSR,Petrol,2,3600
2201,2799.951,4020.9,111030,1398,Side,Opel,Corsa,Petrol,7,2200
404,7900.053,7364.2,89448,1461,Front End,Dacia,Lodgy,Diesel,6,3100
2109,5699.981,9289.1,83454,1229,Front End,Opel,Corsa,Petrol,10,2400
194,16541,9416,135185,2698,Side,Audi,A6,Diesel,9,7900
1194,4462.5,6554.6,65256,1198,Side,Volkswagen,Fox,Petrol,9,850
1146,4046,3180.2,122719,1124,Rear End,Citroen,C3,Petrol,8,2200
150,5799.941,4752,130907,999,Front End,Hyundai,i30,Diesel,5,4000
1065,3632.5226,6042.3,120070,1598,Front End,Volkswagen,Touran,Petrol,10,2200
149,4254.25,6665,179651,1896,Front End,Volkswagen,Passat,Diesel,13,1900
2761,7735,8095.6,17832,1149,Hail,Renault,Clio Iii,Petrol,9,1300
1251,6545,4244.9,138440,1595,Side,Audi,A3,Petrol,13,2550
204,7973,11800,204329,1968,Front End,Volkswagen,Golf,Diesel,10,1650
2247,5699.981,5432.4,151265,1596,Front End,Ford,Focus Turnier,Petrol,8,1850
1406,15351,14583.8,22401,1388,Rear End,Ford,B-Max,Petrol,2,5300
2359,9400.048,22685.7,94635,1390,Side,Volkswagen,Golf VI Plus,Petrol,8,1700
1528,8627.5,10651.5,27689,999,Front End,Mitsubishi,Space Star,Petrol,2,1300
2173,10499.965,15500,60049,1197,Front End,Volkswagen,Golf VI Plus,Petrol,7,1800
1573,16303,16035,78755,1362,Rear End,Opel,Astra,Petrol,5,4900
2970,13090,9343.8,58602,1197,Front End,Skoda,Fabia Combi,Petrol,3,4450
918,24990,21325.8,148128,1995,Hail,BMW,5,Diesel,6,9900
2293,4899.944,5394.3,93059,1298,Front End,Toyota,Yaris,Petrol,10,1900
1952,5099.983,7791.6,94676,1595,Side,Audi,A3,Petrol,15,2200
1632,7497,7619.7,94085,1368,Front End,Alfa Romeo,Mito,Petrol,7,3000
1796,4845.723273,4330.5,68260,1229,Front End,Opel,Corsa D,Petrol,8,2750
2097,9200.009,8255.8,39492,1229,Side,Opel,Adam,Petrol,3,2450
2979,9831.9,8933.5,178,999,Side,Volkswagen,Up!,Petrol,0,5100
348,4833.343667,9675.6,136131,1560,Rear End,Peugeot,308 SW,Diesel,6,2950
1817,5507.2,2595.3,21734,1368,Side,FIAT,Tipo,Petrol,1,4950
782,8591.205,9534.4,60178,1461,Hail,Dacia,Logan,Diesel,5,2700
1564,6069,9000,62187,1798,All Over,Mazda,6,Petrol,13,925
3015,10948,11000,106503,1362,Hail,Opel,Astra,Petrol,6,3400
2867,3599.988,3974.6,98734,1149,Side,Renault,Clio,Petrol,10,1350
1134,3927,3921.3,149346,1368,Side,FIAT,Grande Punto,Petrol,7,2300
2784,8092,7963.7,71484,1390,Front End,Volkswagen,Golf VI,Petrol,10,2200
1545,2011.36775,4640.5,166073,1598,Front End,Mazda,3,Petrol,13,1150
1615,18445,13586.6,105665,1796,Front End,Mercedes-Benz,C,Petrol,5,7900
125,1596.6,4600,367474,1896,Front End,Volkswagen,Golf,Diesel,12,1450
2353,4343.5,3325.3,112897,1598,Front End,Opel,Astra,Petrol,14,1200
864,7616,6448.7,229120,1968,Front End,Audi,A4,Diesel,11,3050
2245,5474,11299,105523,1796,Rear End,Opel,Zafira,Petrol,9,2750
1005,8627.5,10869.2,58535,1598,Side,Renault,Megane Iii,Petrol,7,3350
1810,10000.046,10697.3,30247,1398,Front End,Opel,Adam,Petrol,3,2850
940,5324.0124,9978,123502,999,Front End,Renault,Megane,Petrol,5,3200
1042,3865.6,5242.8,84015,1598,Front End,Seat,Leon,Petrol,11,2000
2475,7199.976,4666.2,87029,1796,Front End,Opel,Astra H Caravan,Petrol,9,3000
1521,9670.133375,15966.4,23748,1197,Rear End,Volkswagen,Polo,Petrol,1,3200
2955,7499.975,10809.2,94930,1999,Rear End,Ford,Focus,Petrol,10,2650
1459,3748.5,3324.1,112968,1242,Hail,FIAT,Punto,Petrol,7,1850
155,11305,9192.3,116752,1199,Front End,Volkswagen,Polo,Diesel,4,3800
937,6426,2769,95160,999,Side,Opel,Astra,Petrol,8,3100
692,5500,8907,9578,1968,Front End,Volkswagen,GOLF VII,Diesel,2,4650
1694,5474,4576.6,75059,998,Front End,Toyota,Aygo,Petrol,6,1300
1434,5355,7426.7,148744,1229,Front End,Opel,Corsa,Petrol,7,2950
480,23844.5,18393.2,3263,1968,Side,Volkswagen,Passat,Diesel,1,10700
1687,8449,5482.5,112682,1397,Side,Renault,Megane III Grandtour,Petrol,8,3700
2648,8330,6292.5,36112,998,Front End,Suzuki,Celerio,Petrol,2,2400
2785,6545,3625.5,110120,1308,Front End,Mazda,RX-8,Petrol,14,2000
2921,8200.052,10726.4,129594,875,Side,FIAT,500,Petrol,5,3100
2973,4046,5054.8,144473,1390,Front End,Seat,Ibiza,Petrol,11,1600
936,13685,6827,118415,999,Rear End,Mini,Cooper,Petrol,9,4850
1097,2142,4481.6,208283,1229,Rear End,Opel,Corsa,Petrol,8,1450
1786,13000.036,9568.9,136828,2996,Front End,BMW,3er,Petrol,9,5000
919,13090,10237.8,47386,1461,Hail,Renault,Captur,Diesel,3,5500
1576,6426,6054.4,42689,1149,Front End,Dacia,Sandero,Petrol,8,850
3054,5714.28,19274,8732,1395,Front End,Skoda,Rapid Spaceback,Petrol,0,4500
466,3049.97,3852.5,271072,1968,Rear End,Seat,Leon,Diesel,12,1600
588,22268.9,36726.1,17031,1968,All Over,Audi,A4,Diesel,1,6600
905,4522,5746.4,219466,1896,Side,Volkswagen,Golf V,Diesel,13,1400
247,10070.97,8382.9,181744,1968,Side,Audi,A3,Diesel,9,3550
2551,6399.939,8600,113625,1398,Side,Opel,Corsa,Petrol,6,3100
1787,4369.8,4476.9,195730,1999,Side,Ford,Focus Cabrio,Petrol,8,2750
1343,5712,9480.1,152852,1390,Rear End,Volkswagen,Golf,Petrol,11,2450
2136,4899.944,4819.8,51492,1149,Front End,Dacia,Sandero,Petrol,7,1500
531,7705.697917,13847,83193,1956,Side,Opel,Astra J Sports Tourer,Diesel,8,3350
2644,6307,7188.9,174369,1598,Hail,Seat,Ibiza,Petrol,8,2850
1568,3808,2224.9,135461,1149,Front End,Renault,Clio Iii,Petrol,11,1250
614,24621.8,8798.7,1303,1968,Side,Skoda,Octavia,Diesel,0,12100
2081,6500.018,11951.7,137405,1390,Rear End,Volkswagen,Golf VI,Petrol,9,1950
323,24499.958,32101.3,19669,1598,Front End,Opel,Astra,Diesel,3,5800
1873,3550.008,4387.6,96320,996,Side,Suzuki,Alto,Petrol,8,1400
2925,8211,10658.4,132728,1390,Hail,Volkswagen,Golf Plus,Petrol,8,2500
2629,6426,7404.3,105405,1198,Front End,Volkswagen,Polo IV,Petrol,9,1550
1257,3689,4144.1,198808,1595,Rear End,Audi,A3,Petrol,13,2150
2316,5200.062,8491,133303,1390,Front End,Volkswagen,Golf V,Petrol,8,3050
2154,11500.041,7606,50240,1999,Rear End,Mazda,3,Petrol,6,4650
1227,6188,6814,83096,998,Side,Toyota,Aygo,Petrol,6,2000
2418,3699.948,3255.8,184708,1595,Front End,Volkswagen,Golf V,Petrol,13,1650
1100,11781,8027.6,20373,1198,Front End,Nissan,Micra,Petrol,1,5200
389,10499.965,12493.6,147411,1956,Rear End,Alfa Romeo,159,Diesel,8,5200
1992,7700.014,7535.1,51226,1586,Front End,Suzuki,Sx4,Petrol,8,3250
1309,4760,5441.3,168814,1598,Front End,Audi,A2,Petrol,15,825
1728,3500.028,9500,142340,1349,Front End,Mazda,2,Petrol,8,675
1859,14500.031,15442.2,96424,1598,Front End,BMW,1,Petrol,6,6800
2405,13298.3,23895.6,1178,1395,Front End,Volkswagen,Passat,Petrol,0,7200
509,12049.94,10384.2,78919,2231,Front End,Chevrolet,Captiva,Diesel,5,3550
1995,4109.618182,7432.1,21844,1197,Front End,Skoda,Fabia,Petrol,6,1650
2265,5000.023,9455.6,227228,1995,Side,BMW,3er,Petrol,13,3300
3065,10000.046,6210.3,43892,1388,Side,Ford,B-Max,Petrol,5,4000
2590,5000.023,5844.6,105107,995,Side,Chevrolet,Spark,Petrol,6,1850
913,3739.5,7888.2,232101,2148,Side,Mercedes-Benz,E-Klasse,Diesel,14,1450
1052,6783,4261,118881,1390,Front End,Skoda,Roomster,Petrol,7,2000
1901,6554.6,6134.4,37481,1229,Front End,Opel,Corsa D,Petrol,4,4300
223,8568,7414.1,175013,1968,Front End,Seat,Altea,Diesel,10,2600
2162,9500.008,7766.5,70551,1197,Rear End,Seat,Toledo,Petrol,5,2250
2673,12852,6579,102870,1997,Rear End,Renault,Megane,Petrol,9,3700
2729,13090,12139.9,49895,1796,Front End,Mercedes-Benz,C-Klasse,Petrol,10,4700
2635,19968.795,9450.1,71487,1499,Hail,BMW,Mini Cooper,Petrol,3,7600
679,1785,5042,208658,1248,Water/Flood,Opel,Corsa,Diesel,11,700
980,11800.04,6454,48455,999,Side,Volkswagen,Golf,Petrol,4,6100
723,4499.985,6305.8,181639,1870,Side,Renault,Megane,Diesel,10,2100
2523,8500.051,6805.3,74471,1199,Rear End,Peugeot,208,Petrol,5,4150
2663,9418.493,13574.2,32463,1395,Hail,Seat,Leon,Petrol,4,6000
1988,16932.8,11715.2,18311,999,Side,Volkswagen,Golf VII Variant,Petrol,1,9000
231,8270.5,4454.2,98144,2149,Front End,Mercedes-Benz,C,Diesel,11,3300
2530,6500.018,13450,20337,1229,Front End,Opel,Corsa,Petrol,9,2850
1671,8318.1,5669.2,86185,999,Front End,Seat,Mii,Petrol,4,1850
1508,6842.5,7727.3,52432,1124,Front End,Peugeot,206+,Petrol,5,1200
1513,4998,6905.7,88714,998,All Over,Citroen,C1,Petrol,7,1000
465,24369.8,11614.6,4238,1598,Side,Volkswagen,Golf VII Variant,Diesel,1,8800
449,5224.9925,7451.7,128532,1686,Rear End,Opel,Astra J Sports Tourer,Diesel,5,4200
1852,12249.979,9720.3,16877,1197,Front End,Volkswagen,Polo V,Petrol,3,5400
2299,8999.97,8188.5,91529,1197,Rear End,Volkswagen,Golf VI Plus,Petrol,8,3000
62,2943.0128,4734.2,245466,1910,Front End,Opel,Vectra,Diesel,12,1400
580,5000.023,17930.1,214070,1560,All Over,Mini,Cooper,Diesel,11,975
2180,5000.023,4875.6,115188,1498,Front End,Mercedes-Benz,A-Klasse,Petrol,10,1400
863,12011.3245,10106.5,100254,1582,Side,Kia,Cee'd,Diesel,4,6400
894,8900,9156.2,103619,1995,Front End,Renault,Koleos,Diesel,7,2550
1652,8600.011,4552.5,65776,1699,Front End,Mercedes-Benz,A,Petrol,8,3750
141,10336.1,12271.6,162400,2999,Front End,Citroen,Jumper,Diesel,5,4050
2632,6902,5333.3,95942,1398,Front End,Opel,Corsa D,Petrol,8,1750
82,6902,7115,180862,1896,Front End,Volkswagen,Golf,Diesel,7,2500
131,4700.5,4027.1,248269,1995,Side,Toyota,Avensis,Diesel,13,1600
2833,4900,9306.4,59750,1198,Side,Volkswagen,Fox,Petrol,7,1150
1403,2815.1,3527.3,47776,1242,Side,FIAT,Panda,Petrol,8,1700
1618,4499.985,4662.2,66688,1242,Side,FIAT,Panda,Petrol,5,2000
2352,4675.034,5635.8,80854,1298,Side,Toyota,Yaris,Petrol,10,2850
2802,5449.962,5259.4,168124,1390,Side,Volkswagen,Golf VI,Petrol,10,3350
1069,6307,4522.1,30776,1149,Mechanical,Renault,Twingo,Petrol,6,2400
2651,4600.064,5672.1,183917,1598,Rear End,Opel,Astra H Caravan,Petrol,10,1950
1381,8925,4495.4,44978,1998,Front End,Hyundai,Sonata,Petrol,8,3350
1334,11424,11644.3,13131,999,Front End,Volkswagen,Up,Petrol,2,2600
788,15899.947,19935.2,111700,1995,Front End,BMW,120 D,Diesel,6,5600
2746,10591,14285.7,43277,1498,Side,Mercedes-Benz,B-Klasse,Petrol,10,3000
183,3775.513,9469.2,136806,1968,Front End,Audi,A6,Diesel,13,3550
2930,3272.5,3554.1,143735,1149,Side,Renault,Twingo,Petrol,10,1250
1436,6485.366125,5044.5,163179,1390,Side,Volkswagen,Polo,Petrol,7,3300
1569,4481.54,14293.3,125673,1595,Front End,Volkswagen,Golf,Petrol,9,2150
1600,9520,11776.7,120229,1699,Front End,Mercedes-Benz,A,Petrol,7,3100
2767,11500.041,13032.9,77156,2384,Front End,Chevrolet,Captiva,Petrol,6,3450
1470,4641,4401.8,84372,1364,Side,Opel,Astra,Petrol,13,1700
392,7039.5878,9336.8,76945,1598,Rear End,Seat,Ibiza,Diesel,6,3550
2271,3284.419833,3863.6,171678,1699,Front End,Mercedes-Benz,A,Petrol,11,2050
2366,10353,7569.6,57375,1398,Side,Opel,Corsa,Petrol,3,3700
2005,6100.059,5159.2,77247,1598,Front End,Chevrolet,Aveo,Petrol,6,1850
2992,7350.035,3073.2,194437,2521,Front End,Volvo,V70,Petrol,10,3800
2160,8200.052,7765.2,61043,1497,Front End,Toyota,Prius,Petrol,11,3150
837,3927,4184.1,187112,1248,Front End,Opel,Corsa D,Diesel,10,925
2702,4199.986,3943.3,72619,999,Front End,Smart,fortwo coupe,Petrol,11,1800
1642,6450.038,5642.5,109346,1587,Side,Citroen,Berlingo,Petrol,9,4300
2456,6849.997,5845.4,65336,1229,Front End,Opel,Corsa D,Petrol,7,3050
1511,5236,4895.1,178728,1796,Front End,Mercedes-Benz,C,Petrol,14,1250
2699,16065,22800,65768,1798,Rear End,Toyota,Corolla,Petrol,7,4750
1109,7140,7392.8,92987,1396,Rear End,Hyundai,i30,Petrol,6,3700
2121,14450.051,12507.5,46887,999,Front End,Audi,A1 Sportback,Petrol,3,4250
2578,2900.03,3904.8,132288,1598,All Over,Toyota,Corolla,Petrol,12,1450
329,10115,10229.8,87714,1598,Rollover,Volkswagen,Polo,Diesel,7,3500
2395,10900.043,9908,13642,1248,Front End,Hyundai,i10,Petrol,2,3100
3073,4671.94,3071.5,136325,1360,Side,Citroen,C3,Petrol,12,725
1578,14756,8353.4,22054,1197,Front End,Skoda,Rapid,Petrol,2,5300
1333,6972.074,12605,142576,1198,Front End,Volkswagen,Polo,Petrol,6,1100
1713,6782.448842,3197,168400,1595,Hail,Volkswagen,Golf,Petrol,8,4650
154,4117.6,11176.5,199682,1686,Rear End,Opel,Astra,Diesel,7,1900
1072,7140,7781.4,110719,1598,Front End,Mazda,3,Petrol,8,1750
1139,9163,6969.5,22606,998,Front End,Toyota,Iq,Petrol,6,3050
1630,2900.03,3454,143487,1598,Front End,Opel,Meriva,Petrol,13,1550
1040,4998,3280,78780,1149,Front End,Renault,Twingo,Petrol,9,1450
2813,5474,5207.4,76833,1596,Front End,Ford,Focus,Petrol,13,1750
2428,4549.965,6351.9,141985,1390,Front End,Skoda,Roomster,Petrol,11,1700
2566,2737,4381.9,157530,1299,Front End,Ford,Fiesta,Petrol,13,900
1913,7249.956,8927.7,53725,1398,Side,Opel,Corsa D,Petrol,5,2900
2404,8449.952,10469.6,34239,1398,Front End,Opel,Corsa,Petrol,3,2500
1128,4224.5,4603.4,62414,1149,Front End,Renault,Modus,Petrol,12,900
1686,29155,14877.4,69479,2497,Rear End,BMW,Z4,Petrol,7,13700
1936,6349.959,10084,134246,1197,All Over,Volkswagen,Polo V,Petrol,8,1600
1021,5236,4472,31140,999,Front End,Renault,Clio,Petrol,11,1100
1143,6069,5950.4,91316,1242,Front End,FIAT,Punto,Petrol,6,1850
1837,7650.034,9221.4,97140,1591,Front End,Hyundai,i30,Petrol,7,3550
1589,12499.998,12076.9,124561,1798,Front End,Audi,A4,Petrol,7,6000
651,3689,6600.5,234146,1248,Front End,Opel,Corsa,Diesel,9,1100
589,5550.041,7735.3,167623,1997,Side,Ford,S-Max,Diesel,11,2250
1313,6902,5996.7,103793,1591,Front End,Kia,Pro Ceed,Petrol,9,2450
2774,6699.938,7915,91691,1397,Front End,Mini,One,Petrol,9,2800
1215,11007.5,7222.4,48499,1390,Rear End,Volkswagen,Golf,Petrol,6,4700
1949,7797.305,3978.4,133393,998,Front End,Ford,Fiesta,Petrol,5,4300
2191,6699.938,8372.4,74710,1197,Front End,Seat,Leon,Petrol,7,2300
116,29036,17101.5,102651,2987,Front End,Mercedes-Benz,E-Klasse,Diesel,7,10900
1611,10948,4793.1,1935,999,Side,Renault,Twingo,Petrol,0,3650
215,9520,7296.2,143060,1598,Side,Volkswagen,Golf,Diesel,7,4800
1658,7491.0024,18809.9,22496,1197,Front End,Volkswagen,Golf,Petrol,2,6000
1904,6712.175167,4147.4,40241,999,Front End,Volkswagen,Up,Petrol,3,2400
232,5400,10876.2,242173,1598,Front End,Skoda,Octavia,Diesel,6,2600
2976,37352.9,13133,5270,1991,Front End,Mercedes-Benz,C,Petrol,0,17900
1766,11596.6,6862,4178,1197,Front End,Skoda,Fabia,Petrol,1,5400
634,8699.971,10363.9,124248,1560,Front End,Ford,Mondeo,Diesel,7,2450
1221,6188,3865.2,95244,1396,Rear End,Hyundai,i30,Petrol,8,2900
394,10600.044,10128.6,94166,1991,Front End,Mercedes-Benz,B,Diesel,6,4200
1505,6050.4,6960.5,43741,998,Side,Hyundai,i10,Petrol,2,3700
3001,14637,15000,14218,1364,Hail,Opel,Corsa,Petrol,1,6100
2073,6175.1956,7220.1,122728,1595,Side,Audi,A3,Petrol,11,2700
1244,3570,3892.1,111094,1086,Rear End,Hyundai,i10,Petrol,8,1300
2811,1904,1882,172166,1360,Side,Citroen,C2,Petrol,13,400
1225,5950,7206.3,107915,1328,Rear End,Suzuki,Swift,Petrol,10,2050
433,2082.5,4453.8,257866,1560,Side,Ford,Focus,Diesel,14,750
